condition,clickStatus,targetH,targetS,targetL,distr1H,distr1S,distr1L,distr2H,distr2S,distr2L,allSpeakerContents
split,target,295,68,50,297,24,50,135,17,50,Target is Magenta
close,distr1,301,62,50,322,48,50,336,73,50,Magenta again
far,target,218,42,50,168,12,50,184,94,50,Dark blue
split,target,236,0,50,35,8,50,247,83,50,Grayest one
split,target,59,11,50,323,1,50,139,42,50,Olive Green
split,target,106,53,50,147,57,50,272,46,50,Lime Green
far,target,289,81,50,56,99,50,296,0,50,Purple
far,target,308,93,50,30,75,50,122,46,50,Magenta
close,target,240,10,50,301,8,50,348,14,50,Blue Gray
close,target,268,33,50,271,56,50,313,31,50,Dull Purple
close,target,183,10,50,177,17,50,206,24,50,Grayest one
close,target,99,44,50,74,27,50,107,14,50,Bright Green
split,target,162,69,50,125,69,50,61,34,50,Blue
far,target,4,50,50,219,28,50,99,34,50,Red
close,distr1,0,8,50,23,7,50,189,2,50,Tan
split,target,136,45,50,91,83,50,220,45,50,Grass Green
split,target,86,30,50,135,8,50,275,94,50,Green
split,target,16,8,50,172,3,50,310,33,50,Tan
far,target,50,93,50,92,13,50,294,34,50,Yellow
close,target,134,58,50,150,76,50,91,65,50,grass green
far,target,186,94,50,319,70,50,175,20,50,bright blue
split,distr1,264,0,50,181,6,50,252,37,50,gunmetal gray
far,target,128,71,50,191,91,50,260,73,50,green
far,target,354,98,50,300,80,50,327,4,50,red
split,target,274,34,50,243,16,50,169,75,50,bright purple
far,target,76,95,50,182,74,50,293,79,50,yellow
split,target,66,67,50,96,94,50,29,66,50,yellow
split,target,48,73,50,66,29,50,295,7,50,yellow
split,target,52,2,50,307,6,50,289,88,50,gray
far,target,304,55,50,148,62,50,111,1,50,purple
close,distr1,127,33,50,67,18,50,98,42,50,dull green
far,target,273,1,50,353,46,50,225,35,50,gray
far,target,31,23,50,34,95,50,262,77,50,brown
close,target,193,32,50,170,37,50,175,52,50,sky blue
close,target,143,24,50,165,61,50,157,42,50,jungle green / dullest one / darker
far,target,224,46,50,168,3,50,130,24,50,blue
split,target,124,55,50,135,22,50,332,53,50,lime green
split,target,236,28,50,230,8,50,162,89,50,purple
close,target,103,16,50,159,42,50,110,23,50,"olive green, darker"
close,target,213,87,50,206,10,50,212,45,50,bright blue
far,target,160,78,50,11,65,50,266,2,50,green
close,target,227,92,50,235,35,50,246,90,50,brightest blue / lighter
close,target,174,41,50,139,24,50,109,20,50,blue
far,target,224,54,50,29,37,50,165,57,50,blue
far,target,245,12,50,93,57,50,152,21,50,purple
close,target,67,7,50,127,20,50,96,14,50,tan
split,target,139,10,50,49,25,50,268,90,50,green
far,target,83,8,50,103,98,50,166,85,50,tan
close,distr1,337,2,50,189,5,50,204,11,50,"Yes, one sec the screen is all messed up! / This doesn't look right. / Are you still there?"
close,target,108,55,50,88,76,50,72,37,50,"Yes, it is messed up over here too / It's too large over here / yes, same here / same here / my squares are huge! / Plus, the advancing is a mess / I am supposed to be able to click on the target but I can't / Can you?"
close,distr2,137,76,50,95,38,50,142,65,50,Lol
close,target,94,18,50,145,62,50,111,31,50,"no, I was waiting for you / I thought you left / So I was contacting the requester as to what to do. / I can try here / So color / Hints / The one that is dull, not vibrant"
far,target,51,81,50,188,11,50,229,33,50,Very bright / like the sun
far,target,353,90,50,244,58,50,333,45,50,"woman / no worries / very, bright, like hot / color"
close,target,63,26,50,63,44,50,115,53,50,"no, lol, don't feel silly / real dull army color"
close,distr1,246,80,50,270,99,50,262,31,50,electric
split,distr1,303,38,50,263,39,50,338,91,50,um / lol / this one is like an herb / not bright / fragrence
split,target,251,31,50,259,82,50,92,66,50,not bright / very toned done / down
close,distr2,288,4,50,59,8,50,43,0,50,um / well / darker?
close,distr1,83,61,50,91,41,50,110,99,50,like baby poop
far,target,323,12,50,106,51,50,52,52,50,the one that is most purple / lol
far,target,256,68,50,269,5,50,344,37,50,yes! / bright
far,target,137,22,50,351,32,50,25,92,50,mint
far,target,25,45,50,158,30,50,261,6,50,brown
close,target,213,33,50,223,30,50,243,7,50,lighter blue / right
far,target,312,92,50,139,61,50,63,88,50,hot pink
split,target,278,81,50,301,70,50,356,10,50,most purple / grape
far,target,175,91,50,217,43,50,51,92,50,turquoise
close,target,249,33,50,236,84,50,228,83,50,purple
split,target,83,95,50,103,70,50,353,86,50,neon / green
split,target,256,36,50,281,85,50,129,91,50,dull purple
close,distr1,199,57,50,208,59,50,200,21,50,brighter blue / baby bluish
far,target,76,8,50,48,56,50,103,89,50,grey
close,target,234,62,50,279,67,50,261,83,50,it's ok / hard / bluest
split,target,139,13,50,179,4,50,277,56,50,a bit of green
far,target,273,86,50,27,94,50,150,45,50,purple
close,target,66,26,50,74,36,50,91,52,50,more brownish / yes
close,target,186,3,50,332,32,50,313,96,50,grey
far,target,234,73,50,309,61,50,160,88,50,blue
split,target,7,49,50,348,17,50,234,64,50,most orange
far,target,22,16,50,296,22,50,17,91,50,grey
split,target,150,2,50,255,12,50,51,36,50,grey
split,distr1,169,38,50,155,55,50,315,60,50,turquoise
close,target,218,74,50,252,25,50,255,37,50,sorry / blue
far,target,171,31,50,125,64,50,31,27,50,blue
far,target,156,56,50,249,29,50,199,27,50,greenish
far,target,270,73,50,171,83,50,60,40,50,purple
split,target,281,7,50,227,7,50,313,81,50,light purple
far,target,117,48,50,10,82,50,145,6,50,green
split,target,282,8,50,213,6,50,303,73,50,dull purple
close,target,6,65,50,352,61,50,349,41,50,orangish
split,target,185,35,50,186,51,50,308,59,50,dull blue
split,distr1,313,12,50,297,46,50,348,77,50,lavender
close,target,272,82,50,248,23,50,251,51,50,bright purple / it's ok
split,target,135,75,50,83,46,50,348,11,50,bright green
split,target,95,98,50,75,49,50,266,4,50,bright green
split,target,66,94,50,73,84,50,331,29,50,yellowist / yeah!
far,target,128,22,50,338,73,50,208,19,50,greenist
far,target,225,81,50,52,61,50,54,14,50,blue
close,distr2,237,13,50,212,38,50,209,1,50,dark gray
far,target,83,41,50,92,1,50,241,23,50,pea green
far,target,188,38,50,67,60,50,37,25,50,turquise
split,target,261,42,50,297,14,50,33,85,50,deep purple
close,target,359,38,50,345,58,50,2,54,50,light salmon
split,target,297,61,50,326,27,50,182,68,50,purple
split,target,34,10,50,106,6,50,20,66,50,ash gray
close,target,144,85,50,136,32,50,108,28,50,bright lime green
close,distr1,141,71,50,126,64,50,147,98,50,less bright lime green
split,target,137,86,50,158,95,50,171,44,50,lime green
close,target,336,33,50,316,74,50,331,60,50,faded pink
far,target,190,79,50,76,40,50,214,86,50,sky blue
close,target,85,59,50,84,39,50,131,77,50,pea green
split,target,332,5,50,29,20,50,4,53,50,slate
far,target,116,32,50,344,37,50,242,40,50,green
close,distr1,328,7,50,231,19,50,15,7,50,purple slate
split,target,324,36,50,289,20,50,7,48,50,pink
far,target,116,29,50,292,81,50,11,6,50,green
close,target,189,6,50,278,41,50,290,37,50,gray
split,target,194,25,50,114,7,50,247,11,50,light blue
far,target,218,49,50,172,47,50,276,59,50,blue
split,target,257,6,50,304,23,50,196,53,50,slate
close,target,303,10,50,331,5,50,270,19,50,purple but not the darker one
close,target,62,33,50,66,83,50,102,64,50,the nweird one
close,target,152,96,50,115,74,50,99,61,50,turquise green
close,target,243,18,50,224,77,50,208,55,50,purple
split,target,237,65,50,266,89,50,119,13,50,dark blue
far,target,182,94,50,128,17,50,251,1,50,turquise
split,target,32,10,50,322,4,50,335,93,50,ash
close,target,233,47,50,207,26,50,209,45,50,the darkest one
far,distr1,328,77,50,72,11,50,159,60,50,pink
split,target,199,16,50,197,5,50,9,49,50,light blue
far,target,279,55,50,11,14,50,121,31,50,purple
close,target,298,60,50,289,25,50,302,38,50,bright purple
far,target,78,87,50,277,88,50,168,39,50,yellow/green
far,target,201,64,50,192,2,50,140,40,50,blue
split,target,327,94,50,330,68,50,9,32,50,bright pink
split,target,75,26,50,112,49,50,340,58,50,the weird one
far,target,90,46,50,334,76,50,45,68,50,green one
close,target,233,30,50,255,24,50,272,52,50,dark blue
split,target,28,17,50,313,4,50,63,33,50,light brown
far,target,334,64,50,239,83,50,108,77,50,pink
split,target,47,31,50,35,70,50,252,27,50,weird one
close,target,129,40,50,156,56,50,88,53,50,dark green
split,target,126,6,50,237,6,50,28,60,50,slate
far,target,331,27,50,88,98,50,328,1,50,pink
far,target,270,33,50,0,67,50,95,70,50,purple
close,target,334,27,50,323,51,50,329,17,50,faded pink
far,target,24,47,50,80,91,50,320,23,50,orange/bronw
split,target,257,18,50,230,20,50,338,79,50,hey / how are you? / so the one highlighted is the purple
close,target,262,43,50,316,49,50,302,26,50,"purple again, kind of a bright purple, not the pink one though"
close,target,28,53,50,26,82,50,23,62,50,"nice! / this one is kind of gold, whereas the other two are more orange"
split,target,253,58,50,244,27,50,140,19,50,"blue, kind of a bright one"
close,target,96,97,50,119,42,50,159,90,50,bright green
close,target,297,75,50,266,76,50,288,95,50,"pink, the brighter of the two"
close,target,29,11,50,94,8,50,55,1,50,brownish-tan
split,target,203,91,50,211,99,50,254,8,50,"blue, the lighter of the two"
split,target,187,62,50,190,98,50,238,55,50,"tealish, the one that looks duller, more green in it"
far,target,104,75,50,10,83,50,197,61,50,bright green
close,target,272,35,50,317,56,50,292,69,50,"purple, not the pinks"
split,target,196,8,50,262,41,50,87,62,50,grey
close,target,225,39,50,254,26,50,263,51,50,blue
far,target,312,87,50,172,59,50,216,51,50,pink
far,target,167,34,50,309,16,50,44,65,50,green
split,target,231,14,50,278,10,50,144,74,50,"the blue-ish purple one, not the plum one"
far,target,304,6,50,174,74,50,259,71,50,plum
far,target,66,70,50,22,26,50,268,20,50,"yellowish green, super bright"
close,target,219,99,50,228,83,50,210,19,50,"blue, the lighter of the two bright ones, not the dull blueish gray one"
close,target,203,3,50,348,10,50,239,4,50,"grey, not the plum one / nice!"
split,target,85,81,50,156,74,50,231,77,50,bright yellow-green
split,target,268,19,50,326,33,50,236,97,50,"purple, kind of plumish"
close,target,123,24,50,164,50,50,150,69,50,"green, the darkest of the three."
far,target,269,94,50,147,48,50,181,70,50,purple
split,target,256,30,50,245,61,50,354,23,50,purple
far,target,323,90,50,17,79,50,266,47,50,pink
close,target,81,70,50,136,44,50,93,50,50,"yellow-green, the brighter of the two like it"
close,target,114,29,50,135,83,50,130,54,50,"same green as a few ago, the darkest of the three"
far,target,132,29,50,90,91,50,230,99,50,"green, sea foam kind, not the bright green"
split,target,183,6,50,11,11,50,36,68,50,great / grey
close,target,257,86,50,281,50,50,263,57,50,blue
split,distr1,294,19,50,335,18,50,14,93,50,"plum, the lighter of the two close"
split,target,3,88,50,15,49,50,58,11,50,"ah, my bad, / red, bright"
far,target,333,91,50,47,94,50,115,61,50,pink
split,target,87,49,50,88,19,50,328,63,50,bright green
split,target,76,78,50,127,95,50,327,38,50,not the brightest green but the other green one.  kind of a green-yellow really
far,target,92,19,50,26,36,50,235,95,50,green
far,target,328,15,50,176,38,50,206,78,50,purple/plum
far,target,66,69,50,269,27,50,184,92,50,green/yellow
close,target,192,92,50,186,83,50,186,38,50,"blue.  this one is kind of hard, its the least green one. / nice!"
split,target,262,22,50,227,28,50,108,47,50,"puple/plum, more plum"
close,target,325,49,50,194,5,50,309,75,50,"dull pink, not the super bright one"
far,target,310,39,50,0,51,50,134,53,50,purple
split,target,308,85,50,287,52,50,222,24,50,bright pink
far,target,149,49,50,200,28,50,89,91,50,green/sea foam ish
far,target,78,28,50,170,81,50,216,99,50,green/tan
far,target,200,73,50,106,58,50,306,15,50,blue
far,target,148,24,50,219,21,50,66,43,50,green / sea foam
split,target,224,2,50,175,17,50,249,37,50,It's the grey one
far,target,158,86,50,247,96,50,54,18,50,It's the green one
split,target,314,29,50,200,6,50,218,97,50,Purple
split,target,279,74,50,317,62,50,196,46,50,Dark purple/amethyst
close,distr2,194,13,50,122,9,50,54,8,50,Kind of greyish
far,target,307,57,50,69,46,50,28,40,50,Purple
close,target,141,65,50,130,34,50,161,45,50,The bright Easter green
split,target,288,90,50,279,23,50,158,27,50,The bright purple; not the darker tone
split,target,206,21,50,206,59,50,58,65,50,Blue/grey
split,target,246,17,50,287,31,50,78,60,50,"Muted purple, not the brighter one"
close,target,298,35,50,244,42,50,275,87,50,Bright purple/pink one
close,target,234,45,50,246,32,50,222,24,50,The bright blue
far,target,155,67,50,1,37,50,242,48,50,Green
split,target,27,75,50,30,43,50,260,27,50,Bright orange
split,target,278,32,50,270,74,50,146,14,50,"The real purple shade, not the purple/blue"
split,target,246,34,50,201,8,50,1,94,50,Darker blue
close,target,252,45,50,270,69,50,280,72,50,"The blue shade, not the purple or violet"
split,target,65,57,50,112,87,50,330,98,50,Yellow
close,target,81,33,50,101,49,50,90,82,50,"The icky green with a hint of brown, the lighter of the three"
far,target,343,64,50,17,33,50,47,59,50,Bright pink
far,target,248,45,50,30,90,50,345,52,50,Blue
split,distr1,287,63,50,270,77,50,87,25,50,Real purple/amethyst shade
close,target,165,83,50,161,99,50,146,51,50,"The medium green, not the lighter or darker shades"
close,target,307,68,50,315,41,50,323,31,50,The brighest purple
close,target,164,12,50,78,15,50,191,9,50,The lighter grey/green shade with the most green tones in it
far,target,100,31,50,353,48,50,204,37,50,Green
close,target,159,74,50,143,31,50,90,48,50,"The bright green, like Easter grass"
far,target,139,39,50,285,99,50,109,95,50,The muted green
split,target,211,56,50,237,20,50,167,26,50,Blue
close,target,265,40,50,324,25,50,298,54,50,The darker purple
far,target,51,97,50,21,65,50,283,15,50,Yellow
split,target,234,57,50,265,75,50,148,10,50,The bright blue
split,target,247,34,50,268,61,50,56,10,50,The more muted purple/blue shade
close,target,74,24,50,108,28,50,137,60,50,The yellow/green mustard color
far,target,265,85,50,56,93,50,324,11,50,Blue
far,target,189,60,50,224,53,50,307,66,50,Teal - green/blue
close,target,202,11,50,263,48,50,239,42,50,Grey
far,target,205,79,50,182,89,50,268,45,50,Blue - like the ocean
split,target,196,40,50,185,46,50,333,48,50,Light blue/grey color
far,target,53,97,50,137,1,50,34,87,50,Yellow
close,target,158,48,50,92,34,50,163,64,50,The more muted green that's slightly darker
close,target,341,2,50,93,5,50,25,23,50,"The darkest color, kind of like steel that's been weathered"
close,target,298,41,50,276,34,50,330,37,50,The really bright purple
far,target,185,94,50,287,26,50,23,27,50,Teal
split,target,91,11,50,43,22,50,196,97,50,The muted green like Army
far,target,251,33,50,100,52,50,307,5,50,Purple/blue
far,target,278,44,50,4,48,50,191,96,50,Purple
close,target,19,25,50,355,35,50,344,10,50,Brown
split,target,82,62,50,143,61,50,23,0,50,The icky green/yellow
far,target,24,96,50,120,88,50,165,69,50,Orange
split,distr1,269,89,50,302,64,50,115,29,50,purple
close,target,19,83,50,12,86,50,27,53,50,light orange
far,target,349,17,50,70,47,50,168,70,50,weird purple
close,target,193,19,50,74,2,50,116,12,50,sky blue
split,target,331,63,50,332,18,50,67,98,50,bright pinkish
close,distr1,90,72,50,153,75,50,121,92,50,duller green
close,target,298,99,50,286,62,50,302,75,50,brightest pink
split,target,117,34,50,99,74,50,264,12,50,dullest green
far,target,346,60,50,81,55,50,35,39,50,pink
close,distr2,202,2,50,321,10,50,6,2,50,most grey
split,target,180,18,50,81,1,50,27,71,50,blue
split,target,96,8,50,152,9,50,340,27,50,grey without blue
close,target,296,63,50,320,32,50,259,24,50,brightest pink
close,distr2,241,36,50,231,24,50,253,12,50,darkest blue
split,target,316,93,50,303,18,50,1,76,50,brightest pink
close,target,253,5,50,210,39,50,176,10,50,grey without any blue
split,target,268,0,50,313,8,50,258,98,50,just grey no purple
far,target,67,63,50,310,87,50,350,26,50,yellow
far,target,52,80,50,335,89,50,23,29,50,yellow
far,target,92,20,50,98,72,50,16,52,50,army green
close,target,105,24,50,128,11,50,48,14,50,green no blue or grey
close,target,179,4,50,14,11,50,321,6,50,blue not grey or purple
close,target,8,26,50,4,36,50,12,43,50,lightest shade
far,target,128,83,50,316,92,50,125,23,50,green bright
far,target,29,37,50,336,36,50,90,41,50,brown
far,target,203,63,50,156,97,50,96,3,50,bright blue
split,distr1,284,1,50,44,13,50,196,71,50,grey darker
far,target,111,98,50,286,86,50,355,62,50,green
far,target,92,87,50,270,35,50,50,52,50,grass green
split,target,167,61,50,146,95,50,223,16,50,turquoise blue
split,distr1,227,19,50,210,2,50,142,66,50,bluish purple
split,target,13,19,50,348,58,50,198,96,50,not bright pink or blue
far,target,214,69,50,189,4,50,7,46,50,bright blue
split,target,8,25,50,345,80,50,262,86,50,weird brownish pink
far,target,110,16,50,64,70,50,223,67,50,most green
split,target,107,81,50,165,96,50,41,12,50,really green
close,target,138,55,50,93,50,50,93,73,50,green that is not yellowish or brownish
split,target,214,43,50,234,62,50,143,97,50,bluish purple not true blue
far,target,0,57,50,82,69,50,211,47,50,red
far,target,105,2,50,341,27,50,278,93,50,grey
close,target,83,26,50,100,6,50,48,13,50,most green
close,distr2,244,33,50,280,35,50,264,56,50,"most blue, least purple"
close,target,140,31,50,95,48,50,130,39,50,greenish blue without yellow tone
far,target,133,94,50,185,26,50,263,67,50,green
split,target,109,44,50,147,74,50,284,6,50,army green
far,target,80,2,50,208,48,50,291,29,50,least bright purplish grey
close,distr2,118,90,50,95,36,50,138,78,50,bright grass green
split,target,221,66,50,274,34,50,15,23,50,blue
far,target,207,59,50,83,41,50,333,99,50,blue
close,target,27,46,50,44,44,50,37,81,50,brown not orangish and not the lightest tan
split,distr1,109,67,50,153,81,50,258,80,50,bright green
split,distr1,353,70,50,4,54,50,217,76,50,darker pink
far,target,115,77,50,247,38,50,319,40,50,green
far,target,301,78,50,14,36,50,206,95,50,pink
split,target,0,77,50,352,46,50,197,4,50,red
far,target,22,62,50,140,37,50,256,52,50,orange
